"","A","B","C","D","PROKKA","ko","D_shorthand","sample"
"306","Metabolism"," Carbohydrate metabolism","  00650 Butanoate metabolism [PATH:ko00650]","fumarate reductase flavoprotein subunit","00961","K00244","frdA","2010-347972"
"307","Metabolism"," Carbohydrate metabolism","  00650 Butanoate metabolism [PATH:ko00650]","fumarate reductase flavoprotein subunit","00966","K00244","frdA","2010-347972"
"308","Metabolism"," Carbohydrate metabolism","  00650 Butanoate metabolism [PATH:ko00650]","fumarate reductase flavoprotein subunit","01141","K00244","frdA","2010-347972"
"309","Metabolism"," Carbohydrate metabolism","  00650 Butanoate metabolism [PATH:ko00650]","fumarate reductase flavoprotein subunit","01188","K00244","frdA","2010-347972"
"310","Metabolism"," Carbohydrate metabolism","  00650 Butanoate metabolism [PATH:ko00650]","fumarate reductase flavoprotein subunit","01611","K00244","frdA","2010-347972"
"311","Metabolism"," Carbohydrate metabolism","  00650 Butanoate metabolism [PATH:ko00650]","fumarate reductase flavoprotein subunit","01615","K00244","frdA","2010-347972"
"312","Metabolism"," Carbohydrate metabolism","  00650 Butanoate metabolism [PATH:ko00650]","fumarate reductase flavoprotein subunit","01641","K00244","frdA","2010-347972"
"313","Metabolism"," Carbohydrate metabolism","  00650 Butanoate metabolism [PATH:ko00650]","fumarate reductase flavoprotein subunit","01676","K00244","frdA","2010-347972"
"314","Metabolism"," Carbohydrate metabolism","  00650 Butanoate metabolism [PATH:ko00650]","fumarate reductase flavoprotein subunit","01703","K00244","frdA","2010-347972"
"315","Metabolism"," Carbohydrate metabolism","  00650 Butanoate metabolism [PATH:ko00650]","fumarate reductase flavoprotein subunit","01723","K00244","frdA","2010-347972"
"316","Metabolism"," Carbohydrate metabolism","  00650 Butanoate metabolism [PATH:ko00650]","fumarate reductase flavoprotein subunit","01774","K00244","frdA","2010-347972"
"317","Metabolism"," Carbohydrate metabolism","  00650 Butanoate metabolism [PATH:ko00650]","fumarate reductase flavoprotein subunit","01782","K00244","frdA","2010-347972"
"318","Metabolism"," Carbohydrate metabolism","  00650 Butanoate metabolism [PATH:ko00650]","formate C-acetyltransferase","01616","K00656","E2.3.1.54, pflD","2010-347972"
"319","Metabolism"," Carbohydrate metabolism","  00650 Butanoate metabolism [PATH:ko00650]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha","01511","K00174","korA, oorA, oforA","2010-347972"
"320","Metabolism"," Carbohydrate metabolism","  00650 Butanoate metabolism [PATH:ko00650]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta","01512","K00175","korB, oorB, oforB","2010-347972"
"321","Metabolism"," Carbohydrate metabolism","  00660 C5-Branched dibasic acid metabolism [PATH:ko00660]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta","01512","K00175","korB, oorB, oforB","2010-347972"
"322","Metabolism"," Carbohydrate metabolism","  00660 C5-Branched dibasic acid metabolism [PATH:ko00660]","3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit","00085","K01703","leuC, IPMI-L","2010-347972"
"323","Metabolism"," Carbohydrate metabolism","  00660 C5-Branched dibasic acid metabolism [PATH:ko00660]","3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit","00968","K01703","leuC, IPMI-L","2010-347972"
"324","Metabolism"," Carbohydrate metabolism","  00660 C5-Branched dibasic acid metabolism [PATH:ko00660]","3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit","01397","K01703","leuC, IPMI-L","2010-347972"
"325","Metabolism"," Carbohydrate metabolism","  00660 C5-Branched dibasic acid metabolism [PATH:ko00660]","3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit","00398","K01704","leuD, IPMI-S","2010-347972"
"326","Metabolism"," Carbohydrate metabolism","  00660 C5-Branched dibasic acid metabolism [PATH:ko00660]","3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit","00967","K01704","leuD, IPMI-S","2010-347972"
"327","Metabolism"," Carbohydrate metabolism","  00660 C5-Branched dibasic acid metabolism [PATH:ko00660]","3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit","01396","K01704","leuD, IPMI-S","2010-347972"
"328","Metabolism"," Carbohydrate metabolism","  00660 C5-Branched dibasic acid metabolism [PATH:ko00660]","3-isopropylmalate dehydrogenase","00399","K00052","leuB, IMDH","2010-347972"
"329","Metabolism"," Carbohydrate metabolism","  00660 C5-Branched dibasic acid metabolism [PATH:ko00660]","3-isopropylmalate dehydrogenase","00969","K00052","leuB, IMDH","2010-347972"
"330","Metabolism"," Carbohydrate metabolism","  00562 Inositol phosphate metabolism [PATH:ko00562]","3-isopropylmalate dehydrogenase","00969","K00052","leuB, IMDH","2010-347972"
"331","Metabolism"," Carbohydrate metabolism","  00562 Inositol phosphate metabolism [PATH:ko00562]","myo-inositol-1(or 4)-monophosphatase","01336","K01092","E3.1.3.25, IMPA, suhB","2010-347972"
"332","Metabolism"," Carbohydrate metabolism","  00562 Inositol phosphate metabolism [PATH:ko00562]","triosephosphate isomerase (TIM)","00763","K01803","TPI, tpiA","2010-347972"
"333","Metabolism"," Energy metabolism","  00562 Inositol phosphate metabolism [PATH:ko00562]","triosephosphate isomerase (TIM)","00763","K01803","TPI, tpiA","2010-347972"
"334","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","triosephosphate isomerase (TIM)","00763","K01803","TPI, tpiA","2010-347972"
"335","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","NADH-quinone oxidoreductase subunit A","00675","K00330","nuoA","2010-347972"
"336","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","NADH-quinone oxidoreductase subunit B","00676","K00331","nuoB","2010-347972"
"337","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","NADH-quinone oxidoreductase subunit C","00677","K00332","nuoC","2010-347972"
"338","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","NADH-quinone oxidoreductase subunit D","00678","K00333","nuoD","2010-347972"
"339","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","NADH-quinone oxidoreductase subunit E","00679","K00334","nuoE","2010-347972"
"340","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","fumarate reductase flavoprotein subunit","00828","K00244","frdA","2010-347972"
"341","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","fumarate reductase flavoprotein subunit","00879","K00244","frdA","2010-347972"
"342","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","fumarate reductase flavoprotein subunit","00896","K00244","frdA","2010-347972"
"343","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","fumarate reductase flavoprotein subunit","00961","K00244","frdA","2010-347972"
"344","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","fumarate reductase flavoprotein subunit","00966","K00244","frdA","2010-347972"
"345","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","fumarate reductase flavoprotein subunit","01141","K00244","frdA","2010-347972"
"346","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","fumarate reductase flavoprotein subunit","01188","K00244","frdA","2010-347972"
"347","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","fumarate reductase flavoprotein subunit","01611","K00244","frdA","2010-347972"
"348","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","fumarate reductase flavoprotein subunit","01615","K00244","frdA","2010-347972"
"349","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","fumarate reductase flavoprotein subunit","01641","K00244","frdA","2010-347972"
"350","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","fumarate reductase flavoprotein subunit","01676","K00244","frdA","2010-347972"
"351","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","fumarate reductase flavoprotein subunit","01703","K00244","frdA","2010-347972"
"352","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","fumarate reductase flavoprotein subunit","01723","K00244","frdA","2010-347972"
"353","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","fumarate reductase flavoprotein subunit","01774","K00244","frdA","2010-347972"
"354","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","fumarate reductase flavoprotein subunit","01782","K00244","frdA","2010-347972"
"355","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","ubiquinol-cytochrome c reductase iron-sulfur subunit","00760","K00411","UQCRFS1, RIP1, petA","2010-347972"
"356","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","ubiquinol-cytochrome c reductase cytochrome b subunit","00759","K00412","CYTB, petB","2010-347972"
"357","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","ubiquinol-cytochrome c reductase cytochrome c1 subunit","00758","K00413","CYC1, CYT1, petC","2010-347972"
"358","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","cytochrome d ubiquinol oxidase subunit I","00273","K00425","cydA","2010-347972"
"359","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","cytochrome d ubiquinol oxidase subunit II","00272","K00426","cydB","2010-347972"
"360","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","F-type H+-transporting ATPase subunit c","00726","K02110","ATPF0C, atpE","2010-347972"
"361","Metabolism"," Energy metabolism","  00195 Photosynthesis [PATH:ko00195]","F-type H+-transporting ATPase subunit c","00726","K02110","ATPF0C, atpE","2010-347972"
"362","Metabolism"," Energy metabolism","  00195 Photosynthesis [PATH:ko00195]","F-type H+-transporting ATPase subunit c","00726","K02110","ATPF0C, atpE","2010-347972"
"363","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","F-type H+-transporting ATPase subunit c","00726","K02110","ATPF0C, atpE","2010-347972"
"364","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","phosphoglycerate kinase","00764","K00927","PGK, pgk","2010-347972"
"365","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","glyceraldehyde 3-phosphate dehydrogenase","00765","K00134","GAPDH, gapA","2010-347972"
"366","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","fructose-bisphosphate aldolase, class II","01784","K01624","FBA, fbaA","2010-347972"
"367","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","fructose-1,6-bisphosphatase I","00801","K03841","FBP, fbp","2010-347972"
"368","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","transketolase","00250","K00615","E2.2.1.1, tktA, tktB","2010-347972"
"369","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","triosephosphate isomerase (TIM)","00763","K01803","TPI, tpiA","2010-347972"
"370","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","phosphoenolpyruvate carboxykinase (ATP)","00733","K01610","E4.1.1.49, pckA","2010-347972"
"371","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+)","00472","K00029","E1.1.1.40, maeB","2010-347972"
"372","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","malate dehydrogenase","00889","K00024","mdh","2010-347972"
"373","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","malate dehydrogenase","01509","K00024","mdh","2010-347972"
"374","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","malate dehydrogenase","01509","K00024","mdh","2010-347972"
"375","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","pyruvate carboxylase","01069","K01958","PC, pyc","2010-347972"
"376","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","pyruvate carboxylase subunit B","00732","K01960","pycB","2010-347972"
"377","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","malate dehydrogenase","00889","K00024","mdh","2010-347972"
"378","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","malate dehydrogenase","01509","K00024","mdh","2010-347972"
"379","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","fumarate reductase flavoprotein subunit","00828","K00244","frdA","2010-347972"
"380","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","fumarate reductase flavoprotein subunit","00879","K00244","frdA","2010-347972"
"381","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","fumarate reductase flavoprotein subunit","00896","K00244","frdA","2010-347972"
"382","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","fumarate reductase flavoprotein subunit","00961","K00244","frdA","2010-347972"
"383","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","fumarate reductase flavoprotein subunit","00966","K00244","frdA","2010-347972"
"384","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","fumarate reductase flavoprotein subunit","01141","K00244","frdA","2010-347972"
"385","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","fumarate reductase flavoprotein subunit","01188","K00244","frdA","2010-347972"
"386","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","fumarate reductase flavoprotein subunit","01611","K00244","frdA","2010-347972"
"387","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","fumarate reductase flavoprotein subunit","01615","K00244","frdA","2010-347972"
"388","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","fumarate reductase flavoprotein subunit","01641","K00244","frdA","2010-347972"
"389","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","fumarate reductase flavoprotein subunit","01676","K00244","frdA","2010-347972"
"390","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","fumarate reductase flavoprotein subunit","01703","K00244","frdA","2010-347972"
"391","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","fumarate reductase flavoprotein subunit","01723","K00244","frdA","2010-347972"
"392","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","fumarate reductase flavoprotein subunit","01774","K00244","frdA","2010-347972"
"393","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","fumarate reductase flavoprotein subunit","01782","K00244","frdA","2010-347972"
"394","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha","01511","K00174","korA, oorA, oforA","2010-347972"
"395","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta","01512","K00175","korB, oorB, oforB","2010-347972"
"396","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","2-oxoglutarate ferredoxin oxidoreductase subunit gamma","01513","K00177","korC, oorC","2010-347972"
"397","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","2-oxoglutarate ferredoxin oxidoreductase subunit delta","01510","K00176","korD, oorD","2010-347972"
"398","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","isocitrate dehydrogenase","01508","K00031","IDH1, IDH2, icd","2010-347972"
"399","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","acetyl-CoA carboxylase biotin carboxyl carrier protein","01470","K02160","accB, bccP","2010-347972"
"400","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","acetyl-CoA carboxylase, biotin carboxylase subunit","01469","K01961","accC","2010-347972"
"401","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","formate dehydrogenase beta subunit","01422","K15022","fdhB","2010-347972"
"402","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","formate--tetrahydrofolate ligase","00722","K01938","fhs","2010-347972"
"403","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","formate--tetrahydrofolate ligase","00722","K01938","fhs","2010-347972"
"404","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","formate dehydrogenase major subunit","00605","K00123","fdoG, fdfH","2010-347972"
"405","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","formate dehydrogenase major subunit","00606","K00123","fdoG, fdfH","2010-347972"
"406","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","formate dehydrogenase major subunit","00829","K00123","fdoG, fdfH","2010-347972"
"407","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","formate dehydrogenase major subunit","01133","K00123","fdoG, fdfH","2010-347972"
"408","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","formate dehydrogenase iron-sulfur subunit","00604","K00124","fdoH","2010-347972"
"409","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","formate dehydrogenase iron-sulfur subunit","00830","K00124","fdoH","2010-347972"
"410","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","formate dehydrogenase subunit gamma","00831","K00127","fdoI","2010-347972"
"411","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","formate dehydrogenase subunit gamma","01175","K00127","fdoI","2010-347972"
"412","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","formate dehydrogenase beta subunit","01422","K15022","fdhB","2010-347972"
"413","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","glycerate dehydrogenase","00667","K00018","hprA","2010-347972"
"414","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","enolase","00025","K01689","ENO, eno","2010-347972"
"415","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","enolase","00900","K01689","ENO, eno","2010-347972"
"416","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","malate dehydrogenase","00889","K00024","mdh","2010-347972"
"417","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","malate dehydrogenase","01509","K00024","mdh","2010-347972"
"418","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","fructose-bisphosphate aldolase, class II","01784","K01624","FBA, fbaA","2010-347972"
"419","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","fructose-1,6-bisphosphatase I","00801","K03841","FBP, fbp","2010-347972"
"420","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","00774","K15633","gpmI","2010-347972"
"421","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","01043","K15633","gpmI","2010-347972"
"422","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","D-3-phosphoglycerate dehydrogenase","01256","K00058","serA, PHGDH","2010-347972"
"423","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","phosphoserine aminotransferase","01771","K00831","serC, PSAT1","2010-347972"
"424","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","phosphoserine phosphatase","00579","K01079","serB, PSPH","2010-347972"
"425","Metabolism"," Energy metabolism","  00910 Nitrogen metabolism [PATH:ko00910]","phosphoserine phosphatase","00579","K01079","serB, PSPH","2010-347972"
"426","Metabolism"," Energy metabolism","  00910 Nitrogen metabolism [PATH:ko00910]","nitrite reductase (cytochrome c-552)","00460","K03385","nrfA","2010-347972"
"427","Metabolism"," Energy metabolism","  00910 Nitrogen metabolism [PATH:ko00910]","nitrite reductase (cytochrome c-552)","01648","K03385","nrfA","2010-347972"
"428","Metabolism"," Energy metabolism","  00910 Nitrogen metabolism [PATH:ko00910]","nitronate monooxygenase","00368","K00459","ncd2, npd","2010-347972"
"429","Metabolism"," Energy metabolism","  00910 Nitrogen metabolism [PATH:ko00910]","glutamate dehydrogenase (NADP+)","00914","K00262","E1.4.1.4, gdhA","2010-347972"
"430","Metabolism"," Energy metabolism","  00910 Nitrogen metabolism [PATH:ko00910]","glutamine synthetase","01503","K01915","glnA, GLUL","2010-347972"
"431","Metabolism"," Energy metabolism","  00910 Nitrogen metabolism [PATH:ko00910]","glutamate synthase (NADPH/NADH) large chain","01138","K00265","gltB","2010-347972"
"432","Metabolism"," Energy metabolism","  00910 Nitrogen metabolism [PATH:ko00910]","glutamate synthase (NADPH/NADH) small chain","01137","K00266","gltD","2010-347972"
"433","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","glutamate synthase (NADPH/NADH) small chain","01137","K00266","gltD","2010-347972"
"434","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","sulfate transport system permease protein","01364","K02046","cysU","2010-347972"
"435","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","sulfate transport system permease protein","01363","K02047","cysW","2010-347972"
"436","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","sulfate transport system ATP-binding protein","01362","K02045","cysA","2010-347972"
"437","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","sulfonate transport system substrate-binding protein","00242","K15553","ssuA","2010-347972"
"438","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","sulfonate transport system permease protein","00240","K15554","ssuC","2010-347972"
"439","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","3'(2'), 5'-bisphosphate nucleotidase","00003","K01082","cysQ, MET22, BPNT1","2010-347972"
"440","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","thiosulfate reductase / polysulfide reductase chain A","00515","K08352","phsA, psrA","2010-347972"
"441","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","thiosulfate reductase / polysulfide reductase chain A","00516","K08352","phsA, psrA","2010-347972"
"442","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","thiosulfate reductase / polysulfide reductase chain A","01646","K08352","phsA, psrA","2010-347972"
"443","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","thiosulfate/3-mercaptopyruvate sulfurtransferase","01702","K01011","TST, MPST, sseA","2010-347972"
"444","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","cysteine synthase B","01361","K12339","cysM","2010-347972"
"445","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","homoserine O-succinyltransferase","00950","K00651","metA","2010-347972"
"446","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","sulfide:quinone oxidoreductase","00395","K17218","sqr","2010-347972"
"447","Metabolism"," Lipid metabolism","  00920 Sulfur metabolism [PATH:ko00920]","sulfide:quinone oxidoreductase","00395","K17218","sqr","2010-347972"
"448","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","sulfide:quinone oxidoreductase","00395","K17218","sqr","2010-347972"
"449","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","acetyl-CoA carboxylase biotin carboxyl carrier protein","01470","K02160","accB, bccP","2010-347972"
"450","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","acetyl-CoA carboxylase, biotin carboxylase subunit","01469","K01961","accC","2010-347972"
"451","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","acyl carrier protein","01292","K02078","acpP","2010-347972"
"452","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","[acyl-carrier-protein] S-malonyltransferase","01290","K00645","fabD","2010-347972"
"453","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","3-oxoacyl-[acyl-carrier-protein] synthase III","01289","K00648","fabH","2010-347972"
"454","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","3-oxoacyl-[acyl-carrier-protein] synthase I","00844","K00647","fabB","2010-347972"
"455","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","3-oxoacyl-[acyl-carrier-protein] synthase II","00847","K09458","fabF","2010-347972"
"456","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","3-oxoacyl-[acyl-carrier-protein] synthase II","01293","K09458","fabF","2010-347972"
"457","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","3-oxoacyl-[acyl-carrier protein] reductase","00846","K00059","fabG","2010-347972"
"458","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","3-oxoacyl-[acyl-carrier protein] reductase","01291","K00059","fabG","2010-347972"
"459","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","3-hydroxyacyl-[acyl-carrier-protein] dehydratase","01315","K02372","fabZ","2010-347972"
"460","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","3-hydroxyacyl-[acyl-carrier-protein] dehydratase","01330","K02372","fabZ","2010-347972"
"461","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","enoyl-[acyl-carrier protein] reductase I","00762","K00208","fabI","2010-347972"
"462","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","long-chain acyl-CoA synthetase","00481","K01897","ACSL, fadD","2010-347972"
"463","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","long-chain acyl-CoA synthetase","00925","K01897","ACSL, fadD","2010-347972"
"464","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","long-chain acyl-CoA synthetase","01179","K01897","ACSL, fadD","2010-347972"
"465","Metabolism"," Lipid metabolism","  00071 Fatty acid degradation [PATH:ko00071]","long-chain acyl-CoA synthetase","01179","K01897","ACSL, fadD","2010-347972"
"466","Metabolism"," Lipid metabolism","  00071 Fatty acid degradation [PATH:ko00071]","long-chain acyl-CoA synthetase","00481","K01897","ACSL, fadD","2010-347972"
"467","Metabolism"," Lipid metabolism","  00071 Fatty acid degradation [PATH:ko00071]","long-chain acyl-CoA synthetase","00925","K01897","ACSL, fadD","2010-347972"
"468","Metabolism"," Lipid metabolism","  00071 Fatty acid degradation [PATH:ko00071]","long-chain acyl-CoA synthetase","01179","K01897","ACSL, fadD","2010-347972"
"469","Metabolism"," Lipid metabolism","  00561 Glycerolipid metabolism [PATH:ko00561]","long-chain acyl-CoA synthetase","01179","K01897","ACSL, fadD","2010-347972"
