"","A","B","C","D","PROKKA","ko","D_shorthand","sample"
"380","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","cytochrome c oxidase cbb3-type subunit III","00045","K00406","ccoP","P15UCO-S2"
"381","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","cytochrome d ubiquinol oxidase subunit I","00006","K00425","cydA","GH124-slimy-large_S2"
"382","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","cytochrome d ubiquinol oxidase subunit I","00023","K00425","cydA","GH124-SMALL-CLEAR_S12"
"383","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","cytochrome d ubiquinol oxidase subunit I","00029","K00425","cydA","H21O-S2"
"384","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","cytochrome d ubiquinol oxidase subunit II","00005","K00426","cydB","GH124-slimy-large_S2"
"385","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","cytochrome d ubiquinol oxidase subunit II","00024","K00426","cydB","GH124-SMALL-CLEAR_S12"
"386","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","cytochrome d ubiquinol oxidase subunit II","00028","K00426","cydB","H21O-S2"
"387","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","F-type H+-transporting ATPase subunit epsilon","00061","K02114","ATPF1E, atpC","2010-33561_S7"
"388","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","inorganic pyrophosphatase","00110","K01507","ppa","2010-113332-O_S40"
"389","Metabolism"," Energy metabolism","  00190 Oxidative phosphorylation [PATH:ko00190]","inorganic pyrophosphatase","00076","K01507","ppa","2010-378007-18092014_S17"
"390","Metabolism"," Energy metabolism","  00195 Photosynthesis [PATH:ko00195]","inorganic pyrophosphatase","00076","K01507","ppa","2010-378007-18092014_S17"
"391","Metabolism"," Energy metabolism","  00195 Photosynthesis [PATH:ko00195]","F-type H+-transporting ATPase subunit epsilon","00061","K02114","ATPF1E, atpC","2010-33561_S7"
"392","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","F-type H+-transporting ATPase subunit epsilon","00061","K02114","ATPF1E, atpC","2010-33561_S7"
"393","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","phosphoglycerate kinase","00141","K00927","PGK, pgk","2010-115605-O_S76"
"394","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","phosphoglycerate kinase","00317","K00927","PGK, pgk","2010-115605-O_S76"
"395","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","phosphoglycerate kinase","00123","K00927","PGK, pgk","2010-378007-18092014_S17"
"396","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","phosphoglycerate kinase","00005","K00927","PGK, pgk","GH124-SMALL-CLEAR_S12"
"397","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","phosphoglycerate kinase","00023","K00927","PGK, pgk","H23O-S1"
"398","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","phosphoglycerate kinase","00004","K00927","PGK, pgk","P2CDO-S6"
"399","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","glyceraldehyde 3-phosphate dehydrogenase","00142","K00134","GAPDH, gapA","2010-115605-O_S76"
"400","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","glyceraldehyde 3-phosphate dehydrogenase","00318","K00134","GAPDH, gapA","2010-115605-O_S76"
"401","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","glyceraldehyde 3-phosphate dehydrogenase","00122","K00134","GAPDH, gapA","2010-378007-18092014_S17"
"402","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","glyceraldehyde 3-phosphate dehydrogenase","00006","K00134","GAPDH, gapA","GH124-SMALL-CLEAR_S12"
"403","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","glyceraldehyde 3-phosphate dehydrogenase","00024","K00134","GAPDH, gapA","H23O-S1"
"404","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","glyceraldehyde 3-phosphate dehydrogenase","00005","K00134","GAPDH, gapA","P2CDO-S6"
"405","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","triosephosphate isomerase (TIM)","00140","K01803","TPI, tpiA","2010-115605-O_S76"
"406","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","triosephosphate isomerase (TIM)","00316","K01803","TPI, tpiA","2010-115605-O_S76"
"407","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","triosephosphate isomerase (TIM)","00124","K01803","TPI, tpiA","2010-378007-18092014_S17"
"408","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","triosephosphate isomerase (TIM)","00004","K01803","TPI, tpiA","GH124-SMALL-CLEAR_S12"
"409","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","triosephosphate isomerase (TIM)","00022","K01803","TPI, tpiA","H23O-S1"
"410","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","triosephosphate isomerase (TIM)","00003","K01803","TPI, tpiA","P2CDO-S6"
"411","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","malate dehydrogenase","00022","K00024","mdh","2009-75775_S38"
"412","Metabolism"," Energy metabolism","  00710 Carbon fixation in photosynthetic organisms [PATH:ko00710]","malate dehydrogenase","00056","K00024","mdh","2010-33561_S7"
"413","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","malate dehydrogenase","00056","K00024","mdh","2010-33561_S7"
"414","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","pyruvate-ferredoxin/flavodoxin oxidoreductase","00069","K03737","por, nifJ","2010-115605-O_S76"
"415","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","pyruvate-ferredoxin/flavodoxin oxidoreductase","00152","K03737","por, nifJ","2010-378007-18092014_S17"
"416","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","pyruvate-ferredoxin/flavodoxin oxidoreductase","00063","K03737","por, nifJ","B124-Small-grey_S13"
"417","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","malate dehydrogenase","00022","K00024","mdh","2009-75775_S38"
"418","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","malate dehydrogenase","00056","K00024","mdh","2010-33561_S7"
"419","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","fumarate hydratase subunit alpha","00007","K01677","E4.2.1.2AA, fumA","2010-113332-F_S66"
"420","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","fumarate hydratase subunit beta","00006","K01678","E4.2.1.2AB, fumB","2010-113332-F_S66"
"421","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","succinate dehydrogenase / fumarate reductase, flavoprotein subunit","00028","K00239","sdhA, frdA","2009-75775_S38"
"422","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","succinate dehydrogenase / fumarate reductase, flavoprotein subunit","00271","K00239","sdhA, frdA","2010-115605-O_S76"
"423","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","succinate dehydrogenase / fumarate reductase, iron-sulfur subunit","00029","K00240","sdhB, frdB","2009-75775_S38"
"424","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","succinate dehydrogenase / fumarate reductase, iron-sulfur subunit","00270","K00240","sdhB, frdB","2010-115605-O_S76"
"425","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","succinate dehydrogenase / fumarate reductase, cytochrome b subunit","00030","K00241","sdhC, frdC","2009-75775_S38"
"426","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","succinate dehydrogenase / fumarate reductase, cytochrome b subunit","00269","K00241","sdhC, frdC","2010-115605-O_S76"
"427","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha","00024","K00174","korA, oorA, oforA","2009-75775_S38"
"428","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha","00058","K00174","korA, oorA, oforA","2010-33561_S7"
"429","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta","00025","K00175","korB, oorB, oforB","2009-75775_S38"
"430","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta","00059","K00175","korB, oorB, oforB","2010-33561_S7"
"431","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","2-oxoglutarate ferredoxin oxidoreductase subunit gamma","00026","K00177","korC, oorC","2009-75775_S38"
"432","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","2-oxoglutarate ferredoxin oxidoreductase subunit gamma","00060","K00177","korC, oorC","2010-33561_S7"
"433","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","2-oxoglutarate ferredoxin oxidoreductase subunit delta","00023","K00176","korD, oorD","2009-75775_S38"
"434","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","2-oxoglutarate ferredoxin oxidoreductase subunit delta","00057","K00176","korD, oorD","2010-33561_S7"
"435","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","isocitrate dehydrogenase","00021","K00031","IDH1, IDH2, icd","2009-75775_S38"
"436","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","isocitrate dehydrogenase","00055","K00031","IDH1, IDH2, icd","2010-33561_S7"
"437","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","acetyl-CoA carboxylase biotin carboxyl carrier protein","00140","K02160","accB, bccP","2010-378007-18092014_S17"
"438","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","acetyl-CoA carboxylase, biotin carboxylase subunit","00141","K01961","accC","2010-378007-18092014_S17"
"439","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase","00259","K01491","folD","2010-378007-18092014_S17"
"440","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","phosphate acetyltransferase","00002","K13788","pta","2009-75775_S38"
"441","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","phosphate acetyltransferase","00038","K13788","pta","2010-33561_S7"
"442","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","acetate kinase","00001","K00925","ackA","2009-75775_S38"
"443","Metabolism"," Energy metabolism","  00720 Carbon fixation pathways in prokaryotes [PATH:ko00720]","acetate kinase","00037","K00925","ackA","2010-33561_S7"
"444","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","acetate kinase","00037","K00925","ackA","2010-33561_S7"
"445","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","formate dehydrogenase major subunit","00091","K00123","fdoG, fdfH","2010-378007-18092014_S17"
"446","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","formate dehydrogenase major subunit","00092","K00123","fdoG, fdfH","2010-378007-18092014_S17"
"447","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","formate dehydrogenase major subunit","00094","K00123","fdoG, fdfH","2010-378007-18092014_S17"
"448","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","formate dehydrogenase major subunit","00095","K00123","fdoG, fdfH","2010-378007-18092014_S17"
"449","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","formate dehydrogenase iron-sulfur subunit","00093","K00124","fdoH","2010-378007-18092014_S17"
"450","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","enolase","00039","K01689","ENO, eno","2010-131105_S62"
"451","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","enolase","00295","K01689","ENO, eno","2010-378007-18092014_S17"
"452","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","malate dehydrogenase","00022","K00024","mdh","2009-75775_S38"
"453","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","malate dehydrogenase","00056","K00024","mdh","2010-33561_S7"
"454","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","acetate kinase","00001","K00925","ackA","2009-75775_S38"
"455","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","acetate kinase","00037","K00925","ackA","2010-33561_S7"
"456","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","phosphate acetyltransferase","00002","K13788","pta","2009-75775_S38"
"457","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","phosphate acetyltransferase","00038","K13788","pta","2010-33561_S7"
"458","Metabolism"," Energy metabolism","  00680 Methane metabolism [PATH:ko00680]","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","00113","K15633","gpmI","2010-378007-18092014_S17"
"459","Metabolism"," Energy metabolism","  00910 Nitrogen metabolism [PATH:ko00910]","2,3-bisphosphoglycerate-independent phosphoglycerate mutase","00113","K15633","gpmI","2010-378007-18092014_S17"
"460","Metabolism"," Energy metabolism","  00910 Nitrogen metabolism [PATH:ko00910]","cytochrome c-type protein NapB","00159","K02568","napB","2010-378007-18092014_S17"
"461","Metabolism"," Energy metabolism","  00910 Nitrogen metabolism [PATH:ko00910]","glutamate dehydrogenase (NADP+)","00027","K00262","E1.4.1.4, gdhA","2010-112825_S50"
"462","Metabolism"," Energy metabolism","  00910 Nitrogen metabolism [PATH:ko00910]","glutamate dehydrogenase (NADP+)","00229","K00262","E1.4.1.4, gdhA","2010-378007-18092014_S17"
"463","Metabolism"," Energy metabolism","  00910 Nitrogen metabolism [PATH:ko00910]","glutamine synthetase","00001","K01915","glnA, GLUL","2009-129008_S36"
"464","Metabolism"," Energy metabolism","  00910 Nitrogen metabolism [PATH:ko00910]","carbonic anhydrase","00003","K01673","cynT, can","2010-115605-O_S76"
"465","Metabolism"," Energy metabolism","  00910 Nitrogen metabolism [PATH:ko00910]","carbonic anhydrase","00054","K01673","cynT, can","2010-25654-13102014_S52"
"466","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","carbonic anhydrase","00054","K01673","cynT, can","2010-25654-13102014_S52"
"467","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","sulfonate transport system substrate-binding protein","00223","K15553","ssuA","2010-115605-O_S76"
"468","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","sulfonate transport system permease protein","00221","K15554","ssuC","2010-115605-O_S76"
"469","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","tetrathionate reductase subunit A","00042","K08357","ttrA","2010-131105_S62"
"470","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","tetrathionate reductase subunit A","00291","K08357","ttrA","2010-378007-18092014_S17"
"471","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","tetrathionate reductase subunit B","00043","K08358","ttrB","2010-131105_S62"
"472","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","tetrathionate reductase subunit B","00290","K08358","ttrB","2010-378007-18092014_S17"
"473","Metabolism"," Energy metabolism","  00920 Sulfur metabolism [PATH:ko00920]","sulfide:quinone oxidoreductase","00274","K17218","sqr","2010-378007-18092014_S17"
"474","Metabolism"," Lipid metabolism","  00920 Sulfur metabolism [PATH:ko00920]","sulfide:quinone oxidoreductase","00274","K17218","sqr","2010-378007-18092014_S17"
"475","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","sulfide:quinone oxidoreductase","00274","K17218","sqr","2010-378007-18092014_S17"
"476","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","acetyl-CoA carboxylase biotin carboxyl carrier protein","00140","K02160","accB, bccP","2010-378007-18092014_S17"
"477","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","acetyl-CoA carboxylase, biotin carboxylase subunit","00141","K01961","accC","2010-378007-18092014_S17"
"478","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","[acyl-carrier-protein] S-malonyltransferase","00087","K00645","fabD","2010-113332-O_S40"
"479","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","[acyl-carrier-protein] S-malonyltransferase","00010","K00645","fabD","2010-113862-O_S14"
"480","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","[acyl-carrier-protein] S-malonyltransferase","00069","K00645","fabD","2010-33561_S7"
"481","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","3-hydroxyacyl-[acyl-carrier-protein] dehydratase","00156","K02372","fabZ","2010-115605-O_S76"
"482","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","3-hydroxyacyl-[acyl-carrier-protein] dehydratase","00248","K02372","fabZ","2010-115605-O_S76"
"483","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","enoyl-[acyl-carrier protein] reductase I","00136","K00208","fabI","2010-115605-O_S76"
"484","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","enoyl-[acyl-carrier protein] reductase I","00139","K00208","fabI","2010-115605-O_S76"
"485","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","enoyl-[acyl-carrier protein] reductase I","00125","K00208","fabI","2010-378007-18092014_S17"
"486","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","enoyl-[acyl-carrier protein] reductase I","00002","K00208","fabI","GH124-SMALL-CLEAR_S12"
"487","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","enoyl-[acyl-carrier protein] reductase I","00021","K00208","fabI","H23O-S1"
"488","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","enoyl-[acyl-carrier protein] reductase I","00002","K00208","fabI","P2CDO-S6"
"489","Metabolism"," Lipid metabolism","  00061 Fatty acid biosynthesis [PATH:ko00061]","long-chain acyl-CoA synthetase","00103","K01897","ACSL, fadD","2010-131105_S62"
"490","Metabolism"," Lipid metabolism","  00071 Fatty acid degradation [PATH:ko00071]","long-chain acyl-CoA synthetase","00103","K01897","ACSL, fadD","2010-131105_S62"
"491","Metabolism"," Lipid metabolism","  00071 Fatty acid degradation [PATH:ko00071]","long-chain acyl-CoA synthetase","00103","K01897","ACSL, fadD","2010-131105_S62"
"492","Metabolism"," Lipid metabolism","  00071 Fatty acid degradation [PATH:ko00071]","acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase","00064","K05939","aas","2010-378007-18092014_S17"
"493","Metabolism"," Lipid metabolism","  00121 Secondary bile acid biosynthesis [PATH:ko00121]","acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase","00064","K05939","aas","2010-378007-18092014_S17"
"494","Metabolism"," Lipid metabolism","  00121 Secondary bile acid biosynthesis [PATH:ko00121]","7-alpha-hydroxysteroid dehydrogenase","00095","K00076","hdhA","2010-33561_S7"
"495","Metabolism"," Lipid metabolism","  00561 Glycerolipid metabolism [PATH:ko00561]","7-alpha-hydroxysteroid dehydrogenase","00095","K00076","hdhA","2010-33561_S7"
"496","Metabolism"," Lipid metabolism","  00561 Glycerolipid metabolism [PATH:ko00561]","glycerate 2-kinase","00044","K00865","glxK, garK","2010-131105_S62"
"497","Metabolism"," Lipid metabolism","  00561 Glycerolipid metabolism [PATH:ko00561]","glycerate 2-kinase","00289","K00865","glxK, garK","2010-378007-18092014_S17"
"498","Metabolism"," Lipid metabolism","  00561 Glycerolipid metabolism [PATH:ko00561]","diacylglycerol kinase (ATP)","00018","K00901","dgkA, DGK","2010-112825_S50"
"499","Metabolism"," Lipid metabolism","  00564 Glycerophospholipid metabolism [PATH:ko00564]","diacylglycerol kinase (ATP)","00018","K00901","dgkA, DGK","2010-112825_S50"
"500","Metabolism"," Lipid metabolism","  00564 Glycerophospholipid metabolism [PATH:ko00564]","diacylglycerol kinase (ATP)","00018","K00901","dgkA, DGK","2010-112825_S50"
"501","Metabolism"," Lipid metabolism","  00564 Glycerophospholipid metabolism [PATH:ko00564]","phospholipase A1","00046","K01058","pldA","2010-131105_S62"
"502","Metabolism"," Lipid metabolism","  00564 Glycerophospholipid metabolism [PATH:ko00564]","phospholipase A1","00334","K01058","pldA","2010-378007-18092014_S17"
"503","Metabolism"," Lipid metabolism","  00564 Glycerophospholipid metabolism [PATH:ko00564]","acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase","00064","K05939","aas","2010-378007-18092014_S17"
"504","Metabolism"," Lipid metabolism","  00564 Glycerophospholipid metabolism [PATH:ko00564]","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","00096","K00995","pgsA, PGS1","2010-33561_S7"
"505","Metabolism"," Lipid metabolism","  00565 Ether lipid metabolism [PATH:ko00565]","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","00096","K00995","pgsA, PGS1","2010-33561_S7"
"506","Metabolism"," Lipid metabolism","  00565 Ether lipid metabolism [PATH:ko00565]","phospholipase A1","00046","K01058","pldA","2010-131105_S62"
"507","Metabolism"," Lipid metabolism","  00565 Ether lipid metabolism [PATH:ko00565]","phospholipase A1","00334","K01058","pldA","2010-378007-18092014_S17"
"508","Metabolism"," Lipid metabolism","  00590 Arachidonic acid metabolism [PATH:ko00590]","phospholipase A1","00334","K01058","pldA","2010-378007-18092014_S17"
"509","Metabolism"," Lipid metabolism","  00590 Arachidonic acid metabolism [PATH:ko00590]","phospholipase A1","00046","K01058","pldA","2010-131105_S62"
"510","Metabolism"," Lipid metabolism","  00590 Arachidonic acid metabolism [PATH:ko00590]","phospholipase A1","00334","K01058","pldA","2010-378007-18092014_S17"
"511","Metabolism"," Lipid metabolism","  00591 Linoleic acid metabolism [PATH:ko00591]","phospholipase A1","00334","K01058","pldA","2010-378007-18092014_S17"
"512","Metabolism"," Lipid metabolism","  00591 Linoleic acid metabolism [PATH:ko00591]","phospholipase A1","00046","K01058","pldA","2010-131105_S62"
"513","Metabolism"," Lipid metabolism","  00591 Linoleic acid metabolism [PATH:ko00591]","phospholipase A1","00334","K01058","pldA","2010-378007-18092014_S17"
"514","Metabolism"," Lipid metabolism","  00592 alpha-Linolenic acid metabolism [PATH:ko00592]","phospholipase A1","00334","K01058","pldA","2010-378007-18092014_S17"
"515","Metabolism"," Lipid metabolism","  00592 alpha-Linolenic acid metabolism [PATH:ko00592]","phospholipase A1","00046","K01058","pldA","2010-131105_S62"
"516","Metabolism"," Lipid metabolism","  00592 alpha-Linolenic acid metabolism [PATH:ko00592]","phospholipase A1","00334","K01058","pldA","2010-378007-18092014_S17"
"517","Metabolism"," Lipid metabolism","  01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040]","phospholipase A1","00334","K01058","pldA","2010-378007-18092014_S17"
"518","Metabolism"," Lipid metabolism","  01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040]","acyl-CoA thioesterase YciA","00045","K10806","yciA","2010-378007-18092014_S17"
"519","Metabolism"," Lipid metabolism","  01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040]","acyl-CoA thioesterase YciA","00013","K10806","yciA","2012-37302_S78"
"520","Metabolism"," Lipid metabolism","  01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040]","acyl-CoA thioesterase YciA","00002","K10806","yciA","2013-87946_S5"
"521","Metabolism"," Nucleotide metabolism","  01040 Biosynthesis of unsaturated fatty acids [PATH:ko01040]","acyl-CoA thioesterase YciA","00002","K10806","yciA","2013-87946_S5"
"522","Metabolism"," Nucleotide metabolism","  00230 Purine metabolism [PATH:ko00230]","acyl-CoA thioesterase YciA","00002","K10806","yciA","2013-87946_S5"
"523","Metabolism"," Nucleotide metabolism","  00230 Purine metabolism [PATH:ko00230]","amidophosphoribosyltransferase","00087","K00764","purF, PPAT","2010-33561_S7"
"524","Metabolism"," Nucleotide metabolism","  00230 Purine metabolism [PATH:ko00230]","phosphoribosylamine--glycine ligase","00283","K01945","purD","2010-115605-O_S76"
"525","Metabolism"," Nucleotide metabolism","  00230 Purine metabolism [PATH:ko00230]","phosphoribosylamine--glycine ligase","00055","K01945","purD","2010-1718_S67"
"526","Metabolism"," Nucleotide metabolism","  00230 Purine metabolism [PATH:ko00230]","phosphoribosylglycinamide formyltransferase 1","00003","K11175","purN","2010-112825_S50"
"527","Metabolism"," Nucleotide metabolism","  00230 Purine metabolism [PATH:ko00230]","5-(carboxyamino)imidazole ribonucleotide mutase","00005","K01588","purE","2009-129008_S36"
"528","Metabolism"," Nucleotide metabolism","  00230 Purine metabolism [PATH:ko00230]","adenylosuccinate lyase","00002","K01756","purB, ADSL","H21O-S2"
"529","Metabolism"," Nucleotide metabolism","  00230 Purine metabolism [PATH:ko00230]","IMP dehydrogenase","00327","K00088","IMPDH, guaB","2010-115605-O_S76"
"530","Metabolism"," Nucleotide metabolism","  00230 Purine metabolism [PATH:ko00230]","IMP dehydrogenase","00329","K00088","IMPDH, guaB","2010-115605-O_S76"
"531","Metabolism"," Nucleotide metabolism","  00230 Purine metabolism [PATH:ko00230]","IMP dehydrogenase","00009","K00088","IMPDH, guaB","2010-378007-18092014_S17"
"532","Metabolism"," Nucleotide metabolism","  00230 Purine metabolism [PATH:ko00230]","guanylate kinase","00116","K00942","E2.7.4.8, gmk","2010-378007-18092014_S17"
"533","Metabolism"," Nucleotide metabolism","  00230 Purine metabolism [PATH:ko00230]","ribonucleoside-diphosphate reductase alpha chain","00003","K00525","E1.17.4.1A, nrdA, nrdE","H21O-S2"
"534","Metabolism"," Nucleotide metabolism","  00230 Purine metabolism [PATH:ko00230]","ribonucleoside-diphosphate reductase beta chain","00146","K00526","E1.17.4.1B, nrdB, nrdF","H21O-S5"
